original_url,local_filename,source_page,alt_or_caption_context,sha256
https://www.accesstrailsnova.com/uploads/1/5/1/5/151565808/img-2743_orig.jpeg,img-2743_orig.jpeg,glencarlyn-park.html,[glencarlyn-park.html] section: Glencarlyn Park — There is one fully accessible parking space near the main picnic area. ​Note that there are no designated accessible parking spaces in the overflow parking lots.,1f6ae7a47faafd292d1945966f0024446da543c964ae767eab00d139a661cf05
https://www.accesstrailsnova.com/uploads/1/5/1/5/151565808/img-2746_orig.jpeg,img-2746_orig.jpeg,glencarlyn-park.html,[glencarlyn-park.html] section: Glencarlyn Park — ​ ​All of the trash cans are accessible.,a00678be0354e69f8128143d734ffa81291b48d64197579db76c2956172c9569
https://www.accesstrailsnova.com/uploads/1/5/1/5/151565808/img-2757_orig.jpeg,img-2757_orig.jpeg,bluemont-park.html,"[bluemont-park.html] section: Bluemont Park — There are no accessible bathrooms. The bathrooms are marked with the international sign of accessibility, however there is a step to enter the bathroom and no maneuverability space, and no accessible features in the bathroom.",560d81811dd1f911f313a070ce821d622ad1dc896008fd066d25635f59e70649
https://www.accesstrailsnova.com/uploads/1/5/1/5/151565808/img-2760_orig.jpeg,img-2760_orig.jpeg,great-falls-national-park.html,[great-falls-national-park.html] section: Great Falls National Park — PARKING - There is plenty of accessible parking with adequate maneuvering space near the trail entrance that leads to the visitor's center.,0b1a8b4feb11514d3296e153dad592711b4165f1d3e1b0dbdb43226a73579189
https://www.accesstrailsnova.com/uploads/1/5/1/5/151565808/img-2762_orig.jpeg,img-2762_orig.jpeg,great-falls-national-park.html,"[great-falls-national-park.html] section: Great Falls National Park — There are accessible tables, however they are near the bathrooms which, during the hotter days in summer, did not smell pleasant. All of the other picnic tables are on the grass and may be difficult to traverse in a wheelchair.",8bb6e60fbb2820da5a4af1af915bfc553c7cc549540f02a5206b29dcfcf43a5d
https://www.accesstrailsnova.com/uploads/1/5/1/5/151565808/img-2763_orig.jpeg,img-2763_orig.jpeg,index.html,[index.html] section: CHOOSE YOUR CENTER — Arlington Leesburg,994ef3c3f341ce7a5fc305f3f5e7859b19a334480f31444742655079fcba5e9e
https://www.accesstrailsnova.com/uploads/1/5/1/5/151565808/img-2771_orig.jpeg,img-2771_orig.jpeg,great-falls-national-park.html,[great-falls-national-park.html] section: Great Falls National Park — Unique Feature: Accessible Viewing Area of the Falls This park has a specifically designated accessible viewing area of the falls at Overlook 3 .,fd5484f5b27e915cbf1963eee9c852d372ef0fbf4eacdc77dd53cfd1b4b6b6e2
https://www.accesstrailsnova.com/uploads/1/5/1/5/151565808/img-2775_orig.jpeg,img-2775_orig.jpeg,great-falls-national-park.html,[great-falls-national-park.html] section: Great Falls National Park — - Note that only Overlook 3 has an accessible viewing area. - The falls are partially visible at wheelchair height at Overlook 2.,29ee71fdfc52f72197a15e79a668034ad33a123eec594ac10b3df1bfef9a6927
https://www.accesstrailsnova.com/uploads/1/5/1/5/151565808/img-2776_orig.jpeg,img-2776_orig.jpeg,great-falls-national-park.html,"[great-falls-national-park.html] section: Great Falls National Park — There are accessible tables, however they are near the bathrooms which, during the hotter days in summer, did not smell pleasant. All of the other picnic tables are on the grass and may be difficult to traverse in a wheelchair.",98b88db25467f59aa80fd0f584cfce39d08149843fad05daacf641a4f5e030a7
https://www.accesstrailsnova.com/uploads/1/5/1/5/151565808/img-2777_orig.jpeg,img-2777_orig.jpeg,great-falls-national-park.html; mclean.html,"[great-falls-national-park.html] section: Great Falls National Park — SIGNAGE There is plenty of clear, directional and designated signage throughout the park. || [mclean.html] section: PARKS",02cbd8ddacc50bc73d5725a6d54e54d4f21ea95f8bbedbd746965a4bf6d65360
https://www.accesstrailsnova.com/uploads/1/5/1/5/151565808/img-2781_orig.jpeg,img-2781_orig.jpeg,wolf-trap-national-park.html,"[wolf-trap-national-park.html] section: Wolf Trap National Park — There is plenty of accessible parking near the trailhead, but you have to drive past the event parking spaces and through the employee parking to get there. The accessible parking near the trailhead is not available on days when there are concerts unless you arrive",66a07772871a252793d692db5c0b0537af23a736dae47eea9eb5a3568494c4e4
https://www.accesstrailsnova.com/uploads/1/5/1/5/151565808/img-2782_orig.jpeg,img-2782_orig.jpeg,wolf-trap-national-park.html,[wolf-trap-national-park.html] section: Wolf Trap National Park — There is a family accessible bathroom with hand rails and maneuverable space. The soap and hand dryer are out of reach for wheelchair height.,3ef856451d94b0ba1c5927dba5e49c66409f8d9c0482ff511c7746d914d30a19
https://www.accesstrailsnova.com/uploads/1/5/1/5/151565808/img-2783_orig.jpeg,img-2783_orig.jpeg,wolf-trap-national-park.html,[wolf-trap-national-park.html] section: Wolf Trap National Park — There is a family accessible bathroom with hand rails and maneuverable space. The soap and hand dryer are out of reach for wheelchair height.,77c29a638d05bd3761efdf0326a33c6b7aafccb9ac40cb284aec8c90f0f8e709
https://www.accesstrailsnova.com/uploads/1/5/1/5/151565808/img-2785_orig.jpeg,img-2785_orig.jpeg,wolf-trap-national-park.html,[wolf-trap-national-park.html] section: Wolf Trap National Park — The amphitheater in the woods at the end of the trail also has accessible seating areas. The trash cans are out of reach.,43a62c12db697e7cd269636893d6098c566b94372af45f79ed886d852497fb55
https://www.accesstrailsnova.com/uploads/1/5/1/5/151565808/martin-luther2_orig.png,martin-luther2_orig.png,alexandria.html,[alexandria.html] section: PARKS — Huntley Meadows Park - click here Mostly Accessible,62ad3b6c81bf205992ec4c66df89e801eba44a4df19b688508fa1807e7958ef3
https://www.accesstrailsnova.com/uploads/1/5/1/5/151565808/pool_orig.jpg,pool_orig.jpg,martin-luther-king-jr-park.html,"[martin-luther-king-jr-park.html] section: Martin Luther King, Jr. Park — TRAILS This park does not have any trails, it has a swimming pool and tennis courts.",e7dbab1b6f5a8126f360094a8e5641e9cf02678c126c31352add7363a4d60133
https://www.accesstrailsnova.com/uploads/1/5/1/5/151565808/screenshot-2025-09-18-183456_orig.png,screenshot-2025-09-18-183456_orig.png,martin-luther-king-jr-park.html,"[martin-luther-king-jr-park.html] section: Martin Luther King, Jr. Park — PARKING There are multiple accessible parking spaces",98bb8201eb88b86809d21d996299101c0efba8281f6f662a489bc42bb50e18fc
https://www.accesstrailsnova.com/uploads/1/5/1/5/151565808/screenshot-2025-09-18-183515_orig.png,screenshot-2025-09-18-183515_orig.png,martin-luther-king-jr-park.html,"[martin-luther-king-jr-park.html] section: Martin Luther King, Jr. Park — VISITORS CENTER/CLUBHOUSE There is no visitor's center. There is a pool house but it is only available to employees.",4b546d37e48f06d7b6da794f719f2fe446adef23e10bde0d2dfc38980adbeaf6
